iter	Passed	Remaining
1667	30520	24372
1668	30538	24353
1669	30557	24335
1670	30573	24316
1671	30590	24296
1672	30608	24278
1673	30625	24258
1674	30641	24238
1675	30657	24218
1676	30674	24199
1677	30690	24179
1678	30709	24161
1679	30728	24143
1680	30748	24126
1681	30765	24107
1682	30782	24088
1683	30801	24070
1684	30818	24051
1685	30835	24031
1686	30851	24011
1687	30866	23991
1688	30884	23972
1689	30900	23952
1690	30918	23933
1691	30937	23916
1692	30954	23897
1693	30972	23878
1694	30989	23858
1695	31008	23841
1696	31024	23821
1697	31039	23800
1698	31056	23781
1699	31072	23761
1700	31091	23743
1701	31107	23723
1702	31124	23703
1703	31142	23685
1704	31158	23665
1705	31175	23646
1706	31191	23626
1707	31208	23607
1708	31226	23588
1709	31244	23570
1710	31260	23550
1711	31277	23531
1712	31294	23512
1713	31312	23493
1714	31330	23475
1715	31347	23455
1716	31368	23439
1717	31386	23421
1718	31403	23401
1719	31419	23382
1720	31438	23364
1721	31454	23344
1722	31471	23325
1723	31489	23306
1724	31508	23288
1725	31526	23270
1726	31545	23252
1727	31563	23234
1728	31582	23216
1729	31599	23197
1730	31616	23178
1731	31632	23158
1732	31649	23138
1733	31666	23119
1734	31685	23101
1735	31701	23082
1736	31721	23064
1737	31739	23046
1738	31757	23028
1739	31774	23009
1740	31791	22989
1741	31808	22971
1742	31828	22953
1743	31843	22933
1744	31858	22912
1745	31878	22895
1746	31895	22876
1747	31914	22858
1748	31931	22839
1749	31947	22819
1750	31963	22799
1751	31979	22780
1752	31998	22762
1753	32017	22744
1754	32033	22724
1755	32049	22704
1756	32066	22685
1757	32082	22665
1758	32098	22645
1759	32115	22626
1760	32131	22607
1761	32153	22591
1762	32171	22572
1763	32191	22556
1764	32210	22538
1765	32230	22521
1766	32253	22505
1767	32271	22488
1768	32291	22471
1769	32310	22453
1770	32332	22437
1771	32351	22419
1772	32369	22401
1773	32387	22382
1774	32405	22364
1775	32423	22345
1776	32440	22326
1777	32456	22307
1778	32474	22288
1779	32491	22269
1780	32507	22249
1781	32525	22231
1782	32547	22215
1783	32567	22198
1784	32584	22179
1785	32600	22159
1786	32618	22141
1787	32638	22123
1788	32655	22104
1789	32672	22085
1790	32689	22066
1791	32704	22046
1792	32720	22026
1793	32737	22007
1794	32755	21988
1795	32774	21971
1796	32791	21952
1797	32808	21932
1798	32826	21914
1799	32842	21894
1800	32859	21876
1801	32881	21860
1802	32898	21841
1803	32916	21822
1804	32937	21806
1805	32955	21787
1806	32975	21770
1807	32995	21753
1808	33014	21735
1809	33033	21718
1810	33053	21700
1811	33070	21682
1812	33089	21664
1813	33109	21647
1814	33130	21630
1815	33151	21614
1816	33169	21595
1817	33186	21576
1818	33203	21557
1819	33220	21538
1820	33237	21519
1821	33255	21501
1822	33272	21482
1823	33288	21462
1824	33304	21442
1825	33322	21424
1826	33343	21407
1827	33363	21390
1828	33382	21372
1829	33402	21355
1830	33424	21339
1831	33446	21323
1832	33466	21306
1833	33489	21291
1834	33511	21275
1835	33529	21257
1836	33546	21238
1837	33562	21218
1838	33578	21199
1839	33595	21179
1840	33613	21161
1841	33631	21143
1842	33651	21125
1843	33668	21106
1844	33684	21087
1845	33702	21068
1846	33720	21050
1847	33738	21031
1848	33756	21013
1849	33774	20995
1850	33795	20978
1851	33816	20961
1852	33837	20945
1853	33853	20925
1854	33870	20906
1855	33889	20888
1856	33908	20870
1857	33925	20852
1858	33944	20833
1859	33962	20815
1860	33981	20798
1861	33998	20779
1862	34017	20760
1863	34035	20742
1864	34052	20723
1865	34070	20705
1866	34088	20686
1867	34106	20668
1868	34122	20648
1869	34140	20630
1870	34159	20612
1871	34175	20593
1872	34194	20575
1873	34212	20556
1874	34228	20537
1875	34246	20518
1876	34262	20498
1877	34281	20481
1878	34297	20461
1879	34312	20441
1880	34331	20423
1881	34348	20404
1882	34365	20385
1883	34380	20365
1884	34396	20345
1885	34412	20326
1886	34429	20307
1887	34449	20290
1888	34466	20270
1889	34482	20251
1890	34497	20231
1891	34516	20213
1892	34533	20194
1893	34550	20175
1894	34566	20156
1895	34582	20136
1896	34601	20118
1897	34617	20099
1898	34635	20080
1899	34652	20061
1900	34672	20044
1901	34690	20026
1902	34707	20007
1903	34725	19989
1904	34745	19971
1905	34765	19954
1906	34783	19936
1907	34803	19919
1908	34825	19903
1909	34846	19886
1910	34867	19869
1911	34887	19852
1912	34907	19835
1913	34929	19819
1914	34953	19803
1915	34973	19786
1916	34993	19769
1917	35010	19750
1918	35030	19733
1919	35048	19714
1920	35067	19697
1921	35087	19679
1922	35104	19660
1923	35121	19641
1924	35139	19623
1925	35156	19604
1926	35173	19585
1927	35190	19566
1928	35208	19548
1929	35236	19535
1930	35259	19519
1931	35282	19503
1932	35303	19487
1933	35326	19471
1934	35354	19458
1935	35376	19442
1936	35396	19424
1937	35424	19411
1938	35443	19394
1939	35465	19377
1940	35487	19361
1941	35506	19344
1942	35525	19326
1943	35544	19308
1944	35564	19290
1945	35583	19272
1946	35601	19254
1947	35619	19236
1948	35638	19218
1949	35655	19199
1950	35675	19181
1951	35694	19163
1952	35717	19147
1953	35734	19128
1954	35752	19110
1955	35770	19092
1956	35792	19075
1957	35810	19057
1958	35833	19041
1959	35857	19026
1960	35879	19009
1961	35897	18991
1962	35916	18973
1963	35934	18955
1964	35952	18936
1965	35971	18919
1966	35995	18903
1967	36016	18886
1968	36035	18868
1969	36053	18850
1970	36071	18831
1971	36089	18813
1972	36106	18794
1973	36123	18775
1974	36140	18756
1975	36157	18737
1976	36179	18721
1977	36201	18704
1978	36224	18688
1979	36247	18673
1980	36267	18655
1981	36293	18641
1982	36311	18622
1983	36330	18604
1984	36346	18585
1985	36364	18566
1986	36384	18549
1987	36404	18531
1988	36433	18519
1989	36458	18504
1990	36480	18487
1991	36505	18472
1992	36530	18457
1993	36550	18440
1994	36569	18422
1995	36589	18404
1996	36611	18388
1997	36631	18370
1998	36650	18352
1999	36669	18334
2000	36686	18315
2001	36705	18297
2002	36724	18279
2003	36741	18260
2004	36758	18241
2005	36776	18223
2006	36793	18204
2007	36811	18185
2008	36829	18167
2009	36846	18148
2010	36866	18130
2011	36884	18112
2012	36904	18094
2013	36924	18077
2014	36943	18059
2015	36960	18040
2016	36981	18023
2017	36998	18004
2018	37016	17985
2019	37034	17967
2020	37050	17947
2021	37068	17929
2022	37086	17910
2023	37104	17892
2024	37121	17873
2025	37137	17853
2026	37154	17834
2027	37170	17815
2028	37186	17796
2029	37203	17776
2030	37220	17758
2031	37239	17739
2032	37256	17721
2033	37274	17702
2034	37291	17683
2035	37307	17664
2036	37325	17645
2037	37341	17626
2038	37365	17610
2039	37392	17596
2040	37423	17584
2041	37448	17568
2042	37471	17552
2043	37497	17537
2044	37519	17521
2045	37541	17504
2046	37563	17487
2047	37582	17470
2048	37602	17452
2049	37620	17433
2050	37636	17414
2051	37652	17395
2052	37669	17376
2053	37686	17356
2054	37702	17337
2055	37720	17319
2056	37737	17300
2057	37755	17281
2058	37771	17262
2059	37788	17243
2060	37811	17227
2061	37829	17208
2062	37848	17190
2063	37866	17171
2064	37885	17153
2065	37907	17137
2066	37926	17119
2067	37946	17101
2068	37964	17083
2069	37980	17063
2070	37997	17044
2071	38014	17025
2072	38032	17007
2073	38051	16989
2074	38070	16971
2075	38087	16952
2076	38105	16933
2077	38120	16914
2078	38136	16894
2079	38154	16876
2080	38173	16858
2081	38190	16839
2082	38208	16820
2083	38224	16801
2084	38244	16783
2085	38260	16764
2086	38277	16745
2087	38294	16726
2088	38310	16706
2089	38328	16688
2090	38345	16669
2091	38361	16650
2092	38379	16631
2093	38397	16613
2094	38414	16594
2095	38432	16575
2096	38451	16557
2097	38469	16539
2098	38487	16520
2099	38505	16502
2100	38522	16483
2101	38539	16464
2102	38559	16446
2103	38575	16427
2104	38593	16408
2105	38611	16390
2106	38627	16371
2107	38644	16352
2108	38661	16333
2109	38680	16315
2110	38697	16296
2111	38713	16277
2112	38731	16258
2113	38748	16239
2114	38764	16220
2115	38780	16201
2116	38796	16182
2117	38812	16162
2118	38831	16144
2119	38850	16126
2120	38866	16107
2121	38883	16088
2122	38900	16069
2123	38916	16050
2124	38934	16031
2125	38952	16013
2126	38970	15994
2127	38987	15976
2128	39004	15957
2129	39021	15938
2130	39040	15920
2131	39057	15901
2132	39074	15882
2133	39090	15863
2134	39106	15843
2135	39121	15824
2136	39138	15805
2137	39156	15787
2138	39174	15768
2139	39190	15749
2140	39206	15730
2141	39225	15712
2142	39241	15692
2143	39257	15673
2144	39273	15654
2145	39290	15635
2146	39307	15616
2147	39325	15598
2148	39342	15579
2149	39358	15560
2150	39377	15542
2151	39395	15523
2152	39413	15505
2153	39429	15486
2154	39446	15467
2155	39463	15448
2156	39481	15430
2157	39500	15412
2158	39517	15393
2159	39536	15375
2160	39553	15356
2161	39571	15337
2162	39587	15319
2163	39604	15300
2164	39622	15281
2165	39639	15262
2166	39655	15243
2167	39673	15225
2168	39691	15207
2169	39708	15187
2170	39724	15168
2171	39741	15150
2172	39759	15131
2173	39778	15113
2174	39794	15094
2175	39813	15076
2176	39832	15058
2177	39848	15039
2178	39864	15020
2179	39883	15001
2180	39901	14983
2181	39918	14964
2182	39937	14946
2183	39954	14928
2184	39972	14909
2185	39990	14891
2186	40008	14872
2187	40027	14854
2188	40043	14835
2189	40062	14817
2190	40080	14799
2191	40099	14781
2192	40116	14762
2193	40133	14743
2194	40151	14725
2195	40173	14708
2196	40192	14690
2197	40210	14671
2198	40227	14653
2199	40245	14634
2200	40262	14615
2201	40279	14597
2202	40296	14578
2203	40312	14559
2204	40328	14540
2205	40346	14521
2206	40363	14502
2207	40383	14485
2208	40403	14467
2209	40421	14449
2210	40440	14431
2211	40466	14415
2212	40488	14398
2213	40507	14380
2214	40529	14363
2215	40550	14346
2216	40567	14327
2217	40586	14309
2218	40607	14292
2219	40628	14274
