iter	MultiClass
1664	1.070164541
1665	1.070148489
1666	1.07013646
1667	1.070125673
1668	1.070109491
1669	1.070100178
1670	1.070085505
1671	1.070076306
1672	1.070063406
1673	1.070056503
1674	1.070047363
1675	1.070029521
1676	1.070017098
1677	1.07001079
1678	1.069999063
1679	1.069986425
1680	1.069967242
1681	1.06995627
1682	1.069951901
1683	1.069941098
1684	1.06993009
1685	1.069910733
1686	1.069903957
1687	1.069893207
1688	1.069883146
1689	1.069873273
1690	1.069857942
1691	1.069838717
1692	1.069827616
1693	1.069815352
1694	1.069801236
1695	1.069786829
1696	1.069777508
1697	1.069771562
1698	1.069756976
1699	1.069743248
1700	1.069727476
1701	1.069713684
1702	1.069703707
1703	1.069691575
1704	1.06968109
1705	1.069677447
1706	1.069672118
1707	1.069655903
1708	1.06963939
1709	1.069623565
1710	1.069617765
1711	1.069604874
1712	1.069595238
1713	1.069588343
1714	1.06957367
1715	1.06957233
1716	1.069560393
1717	1.069543654
1718	1.069532349
1719	1.069522914
1720	1.069510071
1721	1.069500299
1722	1.069489472
1723	1.069475503
1724	1.069463239
1725	1.06945637
1726	1.069441006
1727	1.069430017
1728	1.069415807
1729	1.069406936
1730	1.069395596
1731	1.069390176
1732	1.069378639
1733	1.069364487
1734	1.069347952
1735	1.069332529
1736	1.069318182
1737	1.069302928
1738	1.06928966
1739	1.069278404
1740	1.0692635
1741	1.069250335
1742	1.069219925
1743	1.069218044
1744	1.06921115
1745	1.069193366
1746	1.069184395
1747	1.069175123
1748	1.069158642
1749	1.069149915
1750	1.069143661
1751	1.069132763
1752	1.069114014
1753	1.069099193
1754	1.069091887
1755	1.069080503
1756	1.069063899
1757	1.069052796
1758	1.069046194
1759	1.069035658
1760	1.069026069
1761	1.069001831
1762	1.06898889
1763	1.068982128
1764	1.068969893
1765	1.068956317
1766	1.068943315
1767	1.068932043
1768	1.068919167
1769	1.068912449
1770	1.068894764
1771	1.068889931
1772	1.068877434
1773	1.068861283
1774	1.068852736
1775	1.068841259
1776	1.068819614
1777	1.068807463
1778	1.068790166
1779	1.068777071
1780	1.068769228
1781	1.068756068
1782	1.0687476
1783	1.068734594
1784	1.0687281
1785	1.068716942
1786	1.068703237
1787	1.068689511
1788	1.068675429
1789	1.068672733
1790	1.068662414
1791	1.068654679
1792	1.068650384
1793	1.068642448
1794	1.068632068
1795	1.068616742
1796	1.068605021
1797	1.068588961
1798	1.068573502
1799	1.06856203
1800	1.06855168
1801	1.068533865
1802	1.068515595
1803	1.068502396
1804	1.068489555
1805	1.068480042
1806	1.068472756
1807	1.068457982
1808	1.06845229
1809	1.068437157
1810	1.068429863
1811	1.068420492
1812	1.06840047
1813	1.068389235
1814	1.068381141
1815	1.068366745
1816	1.068353242
1817	1.068343028
1818	1.068331966
1819	1.068319921
1820	1.068306799
1821	1.068303922
1822	1.06829862
1823	1.068292541
1824	1.068282159
1825	1.068268458
1826	1.068249213
1827	1.068234566
1828	1.0682262
1829	1.068212314
1830	1.068200637
1831	1.068185905
1832	1.068171374
1833	1.068158058
1834	1.068145156
1835	1.068144168
1836	1.068136133
1837	1.068123249
1838	1.068111719
1839	1.068103948
1840	1.068080631
1841	1.068067291
1842	1.068054788
1843	1.068043173
1844	1.068028315
1845	1.068018542
1846	1.068009018
1847	1.067995367
1848	1.067976652
1849	1.067965541
1850	1.067944233
1851	1.067925921
1852	1.067915789
1853	1.067910289
1854	1.067899824
1855	1.06788632
1856	1.067874016
1857	1.067863001
1858	1.06785331
1859	1.067837139
1860	1.067831036
1861	1.067818381
1862	1.067806963
1863	1.067795085
1864	1.067778382
1865	1.06776771
1866	1.067756932
1867	1.067742114
1868	1.067730326
1869	1.06771799
1870	1.067702813
1871	1.067687662
1872	1.067673012
1873	1.067669403
1874	1.067653451
1875	1.067644366
1876	1.067637276
1877	1.067620222
1878	1.067611569
1879	1.067602273
1880	1.067589019
1881	1.067574666
1882	1.067560468
1883	1.067548985
1884	1.067542074
1885	1.067532811
1886	1.067530528
1887	1.067519584
1888	1.06750977
1889	1.067502416
1890	1.067496616
1891	1.067482942
1892	1.067473676
1893	1.067463469
1894	1.067459268
1895	1.067447093
1896	1.067439234
1897	1.067424341
1898	1.06740799
1899	1.067403449
1900	1.067389538
1901	1.067373905
1902	1.067365399
1903	1.067356143
1904	1.067339599
1905	1.067323395
1906	1.067312442
1907	1.067300154
1908	1.067282691
1909	1.067270377
1910	1.067258132
1911	1.067249902
1912	1.067240086
1913	1.067228176
1914	1.067206557
1915	1.067196979
1916	1.067184721
1917	1.067177092
1918	1.067163291
1919	1.067156231
1920	1.067144604
1921	1.067134355
1922	1.067128663
1923	1.067119614
1924	1.067109221
1925	1.067100384
1926	1.067090767
1927	1.067081104
1928	1.067069057
1929	1.067054787
1930	1.067046551
1931	1.067041509
1932	1.06703225
1933	1.067020137
1934	1.067007673
1935	1.067002621
1936	1.067000138
1937	1.066984464
1938	1.066975633
1939	1.066966335
1940	1.066957672
1941	1.066943596
1942	1.066933735
1943	1.066920974
1944	1.066908554
1945	1.066895078
1946	1.066888474
1947	1.066869397
1948	1.066852388
1949	1.066839207
1950	1.066830098
1951	1.066818079
1952	1.066794876
1953	1.066791858
1954	1.066775364
1955	1.066764244
1956	1.066749719
1957	1.066733161
1958	1.066722197
1959	1.0667113
1960	1.066697257
1961	1.0666879
1962	1.066670263
1963	1.066657757
1964	1.066647634
1965	1.066635707
1966	1.066623689
1967	1.066611152
1968	1.066596439
1969	1.066584519
1970	1.066576017
1971	1.066570452
1972	1.06655963
1973	1.066547495
1974	1.066537889
1975	1.066525653
1976	1.066515853
1977	1.06649932
1978	1.066488769
1979	1.066482135
1980	1.066470591
1981	1.066451493
1982	1.066437975
1983	1.066423487
1984	1.066415241
1985	1.066402597
1986	1.066390679
1987	1.066376422
1988	1.066369259
1989	1.06636139
1990	1.066351575
1991	1.066341939
1992	1.066331861
1993	1.066327165
1994	1.066320099
1995	1.066313267
1996	1.066300396
1997	1.066290083
1998	1.066288485
1999	1.066269226
2000	1.066255045
2001	1.066240502
2002	1.066225262
2003	1.066213284
2004	1.066205367
2005	1.066190907
2006	1.066185183
2007	1.066175275
2008	1.06616433
2009	1.066149959
2010	1.066141088
2011	1.066131372
2012	1.066118487
2013	1.066107017
2014	1.066102579
2015	1.066097543
2016	1.06608775
2017	1.066083766
2018	1.066067463
2019	1.066050919
2020	1.066043866
2021	1.066027582
2022	1.066015079
2023	1.066002061
2024	1.065985952
2025	1.065974026
2026	1.065967389
2027	1.065956551
2028	1.065949769
2029	1.06594313
2030	1.065932821
2031	1.065928734
2032	1.065915831
2033	1.065905245
2034	1.065894668
2035	1.065889184
2036	1.065876624
2037	1.065864174
2038	1.065858382
2039	1.065846538
2040	1.065839144
2041	1.065825269
2042	1.065823057
2043	1.065804121
2044	1.06579351
2045	1.065784361
2046	1.065775548
2047	1.065765097
2048	1.06574632
2049	1.065730928
2050	1.065719939
2051	1.065706852
2052	1.065698366
2053	1.065694311
2054	1.065687988
2055	1.065677042
2056	1.065663604
2057	1.065655009
2058	1.065645797
2059	1.065637736
2060	1.065620987
2061	1.065603869
2062	1.065591104
2063	1.065579037
2064	1.06556982
2065	1.065553655
2066	1.065542349
2067	1.065529402
2068	1.065518308
2069	1.065510157
2070	1.065502349
2071	1.065492019
2072	1.065479626
2073	1.065468242
2074	1.065449501
2075	1.065439677
2076	1.065431432
2077	1.06543068
2078	1.065428538
2079	1.065422855
2080	1.065406399
2081	1.065398148
2082	1.065385675
2083	1.065377917
2084	1.065357712
2085	1.065348255
2086	1.065344382
2087	1.065338447
2088	1.065333215
2089	1.065321552
2090	1.06531
2091	1.065295045
2092	1.065283633
2093	1.065271044
2094	1.065262462
2095	1.065251115
2096	1.065239145
2097	1.065229474
2098	1.065220981
2099	1.065208949
2100	1.065192106
2101	1.065178176
2102	1.06515999
2103	1.065159307
2104	1.065143142
2105	1.065130465
2106	1.06512196
2107	1.065108718
2108	1.065101876
2109	1.065090862
2110	1.065076695
2111	1.065063968
2112	1.065052038
2113	1.065041357
2114	1.065032156
2115	1.065026322
2116	1.06502215
2117	1.065013916
2118	1.06500387
2119	1.064990807
2120	1.064980881
2121	1.064968563
2122	1.064955872
2123	1.064954025
2124	1.06494058
2125	1.064936326
2126	1.064925659
2127	1.064907524
2128	1.064891558
2129	1.06488372
2130	1.064875514
2131	1.064863658
2132	1.064847764
2133	1.064840693
2134	1.064833835
2135	1.064832886
2136	1.064821331
2137	1.064810386
2138	1.064799018
2139	1.064789516
2140	1.06477926
2141	1.064769859
2142	1.064757771
2143	1.06474857
2144	1.064744502
2145	1.064735384
2146	1.064726636
2147	1.064709733
2148	1.064698869
2149	1.064687405
2150	1.064671659
2151	1.064651306
2152	1.064634503
2153	1.064619602
2154	1.064613137
2155	1.06460234
2156	1.064586501
2157	1.064574081
2158	1.064568339
2159	1.064557646
2160	1.064547139
2161	1.064529831
2162	1.064523706
2163	1.064510658
2164	1.064506003
2165	1.064491738
2166	1.06448288
2167	1.064473603
2168	1.064462647
2169	1.064450432
2170	1.064441083
2171	1.064426157
2172	1.064419352
2173	1.064412096
2174	1.064397945
2175	1.064387197
2176	1.064369241
2177	1.064360992
2178	1.064352915
2179	1.064341451
2180	1.064335126
2181	1.064325757
2182	1.064311009
2183	1.064301292
2184	1.064294252
2185	1.064285016
2186	1.0642788
2187	1.064261384
2188	1.064247517
2189	1.064239003
2190	1.064223395
2191	1.064214016
2192	1.064208204
2193	1.064203139
2194	1.064199195
2195	1.06418331
2196	1.064175131
2197	1.064162806
2198	1.064159058
2199	1.064152346
2200	1.064140796
2201	1.064130002
2202	1.06412165
2203	1.064116889
2204	1.064111573
2205	1.064098111
2206	1.064093379
2207	1.064078111
2208	1.064070958
2209	1.064063061
2210	1.064061716
2211	1.064046189
2212	1.064034057
2213	1.064024408
2214	1.064011479
2215	1.064002432
2216	1.063996285
2217	1.063986855
2218	1.063975805
2219	1.063962254
