iter	MultiClass
320	1.096535901
321	1.096505483
322	1.096456891
323	1.096419998
324	1.09637875
325	1.0963352
326	1.096306236
327	1.096283586
328	1.096245818
329	1.096197016
330	1.096168307
331	1.096135154
332	1.096106337
333	1.096069861
334	1.096022932
335	1.095989742
336	1.095950553
337	1.095913569
338	1.095885233
339	1.095858444
340	1.095812879
341	1.09576411
342	1.095728956
343	1.095703119
344	1.095666705
345	1.095622286
346	1.095586357
347	1.095541097
348	1.095500019
349	1.095462875
350	1.095411829
351	1.095381364
352	1.095350003
353	1.095304011
354	1.09528392
355	1.095255463
356	1.095209776
357	1.095165605
358	1.095133705
359	1.0950906
360	1.095052346
361	1.094998698
362	1.094954256
363	1.094927314
364	1.094885648
365	1.094843721
366	1.094801163
367	1.094764591
368	1.094716951
369	1.094678929
370	1.094644244
371	1.094616392
372	1.094573034
373	1.094533894
374	1.094502566
375	1.094476812
376	1.094431892
377	1.094385669
378	1.094358772
379	1.094318305
380	1.094268432
381	1.094222981
382	1.094187875
383	1.094141711
384	1.094097115
385	1.094056395
386	1.094006236
387	1.093965752
388	1.093918955
389	1.093886406
390	1.093849648
391	1.093797766
392	1.093752199
393	1.093714087
394	1.093686675
395	1.093647814
396	1.093610325
397	1.09357429
398	1.093542179
399	1.093504296
400	1.093464771
401	1.093423647
402	1.093386756
403	1.093346419
404	1.093307309
405	1.093258886
406	1.093218232
407	1.093179506
408	1.093139896
409	1.093092212
410	1.093062178
411	1.093017495
412	1.09297713
413	1.092937854
414	1.092909958
415	1.092878372
416	1.092827018
417	1.09279421
418	1.092756648
419	1.092721439
420	1.092680733
421	1.092623255
422	1.092572175
423	1.092527098
424	1.092501026
425	1.092457034
426	1.092422158
427	1.092378109
428	1.092340787
429	1.092308674
430	1.092270331
431	1.092231849
432	1.092191906
433	1.092152265
434	1.092121651
435	1.092080328
436	1.092039773
437	1.091995013
438	1.091965979
439	1.091929796
440	1.091896245
441	1.091855977
442	1.091816526
443	1.09177201
444	1.091732033
445	1.09170176
446	1.091665241
447	1.09163265
448	1.091606591
449	1.091575406
450	1.091537685
451	1.0915043
452	1.091464303
453	1.091426403
454	1.091401818
455	1.091366927
456	1.091339725
457	1.09129692
458	1.091261142
459	1.091225777
460	1.091192188
461	1.091156534
462	1.091118787
463	1.091101715
464	1.091066053
465	1.091036487
466	1.091006547
467	1.090965821
468	1.090933471
469	1.090893421
470	1.090859006
471	1.090835255
472	1.090797354
473	1.090773782
474	1.090747497
475	1.090719433
476	1.090686867
477	1.090657904
478	1.090624983
479	1.090597247
480	1.090564978
481	1.090535349
482	1.090508662
483	1.090486494
484	1.090449218
485	1.090416906
486	1.09038476
487	1.090354326
488	1.090331999
489	1.090298525
490	1.090257196
491	1.090226922
492	1.090202569
493	1.09016857
494	1.090129131
495	1.09009451
496	1.090060045
497	1.090031558
498	1.090010452
499	1.089978589
500	1.089950981
501	1.089914435
502	1.089879528
503	1.089850464
504	1.089815583
505	1.089784653
506	1.089742584
507	1.089713329
508	1.089686094
509	1.089657847
510	1.08963485
511	1.089609058
512	1.089589226
513	1.089551478
514	1.089520916
515	1.089491257
516	1.089463844
517	1.089433252
518	1.089397865
519	1.089370333
520	1.089338948
521	1.089308104
522	1.089281576
523	1.089260821
524	1.089234203
525	1.089210774
526	1.089184284
527	1.089149698
528	1.089127178
529	1.089098908
530	1.089068159
531	1.089027174
532	1.088991809
533	1.088968431
534	1.088932404
535	1.08890194
536	1.088879101
537	1.088847285
538	1.088823444
539	1.088792544
540	1.088766579
541	1.088739229
542	1.08869861
543	1.088675813
544	1.088654316
545	1.088626891
546	1.088597646
547	1.088567305
548	1.088532746
549	1.088506039
550	1.088480145
551	1.088461761
552	1.088438808
553	1.08841337
554	1.088390318
555	1.088362513
556	1.088336017
557	1.088315661
558	1.088279228
559	1.088256731
560	1.088227468
561	1.088196804
562	1.088175617
563	1.08814287
564	1.088113298
565	1.088097595
566	1.088065329
567	1.088047934
568	1.088018986
569	1.087982556
570	1.087957463
571	1.087934488
572	1.087897507
573	1.087865298
574	1.087838422
575	1.087806522
576	1.087781973
577	1.087762897
578	1.087739377
579	1.087710109
580	1.08768235
581	1.087651243
582	1.087628643
583	1.087600791
584	1.087577275
585	1.087558585
586	1.087535658
587	1.087505951
588	1.087483105
589	1.087452917
590	1.087430736
591	1.087398069
592	1.087370614
593	1.087351186
594	1.087321105
595	1.087285363
596	1.087264086
597	1.087238203
598	1.087213652
599	1.087195388
600	1.087165424
601	1.087140995
602	1.087119892
603	1.087092919
604	1.087067403
605	1.087041088
606	1.087012236
607	1.086982468
608	1.08695331
609	1.086928177
610	1.086913381
611	1.086885783
612	1.086861305
613	1.086840304
614	1.08682152
615	1.086796208
616	1.086768745
617	1.086741595
618	1.086724299
619	1.086702673
620	1.086674843
621	1.086648806
622	1.086625113
623	1.086596838
624	1.086572648
625	1.086546456
626	1.086525993
627	1.086508072
628	1.086480919
629	1.086464337
630	1.0864409
631	1.086414335
632	1.086384286
633	1.086358823
634	1.086324495
635	1.086301608
636	1.086280485
637	1.086264657
638	1.086235659
639	1.086206123
640	1.086183052
641	1.086159094
642	1.086134031
643	1.08611254
644	1.086081533
645	1.086058822
646	1.086037701
647	1.086014787
648	1.085991952
649	1.085957768
650	1.08593679
651	1.085920779
652	1.085897799
653	1.085865689
654	1.085846416
655	1.085833576
656	1.085813498
657	1.085783191
658	1.085759183
659	1.085726465
660	1.085706351
661	1.085685299
662	1.085659617
663	1.085639536
664	1.08560466
665	1.085578974
666	1.085554496
667	1.085530957
668	1.08550548
669	1.085476347
670	1.085450775
671	1.085426883
672	1.085400864
673	1.08538601
674	1.085367584
675	1.085344186
676	1.085318985
677	1.085293754
678	1.085271233
679	1.08524266
680	1.08522557
681	1.085207527
682	1.085183025
683	1.085154849
684	1.08512759
685	1.085105987
686	1.085091071
687	1.085065019
688	1.085051143
689	1.085025532
690	1.085005916
691	1.084981095
692	1.084962525
693	1.08494461
694	1.084917974
695	1.084900317
696	1.084884735
697	1.084866998
698	1.08484478
699	1.084813868
700	1.084782737
701	1.084749844
702	1.084734897
703	1.084709389
704	1.084687217
705	1.084658707
706	1.084636232
707	1.084612729
708	1.084600837
709	1.084579918
710	1.084553804
711	1.084541248
712	1.084510439
713	1.084487184
714	1.08446369
715	1.084446999
716	1.08442423
717	1.084403423
718	1.084380348
719	1.084354703
720	1.084335432
721	1.084324574
722	1.084296455
723	1.084274477
724	1.084253413
725	1.084233588
726	1.084209422
727	1.084179878
728	1.084157478
729	1.084127882
730	1.084109992
731	1.084082153
732	1.084066331
733	1.084044096
734	1.084028925
735	1.084001737
736	1.083972672
737	1.083960565
738	1.083934419
739	1.083911836
740	1.083894338
741	1.083869472
742	1.083845741
743	1.08382006
744	1.083802525
745	1.083784327
746	1.083763171
747	1.083746375
748	1.083715592
749	1.083704766
750	1.083687222
751	1.083669653
752	1.083653509
753	1.083628547
754	1.083609913
755	1.083588053
756	1.083564226
757	1.08353457
758	1.083512614
759	1.083493806
760	1.083472975
761	1.083453047
762	1.083438215
763	1.083420215
764	1.083399665
765	1.083383086
766	1.083365549
767	1.083346736
768	1.083329445
769	1.083305858
770	1.083281781
771	1.083255406
772	1.083243352
773	1.083226034
774	1.08321298
775	1.083190496
776	1.083169331
777	1.083141293
778	1.083121786
779	1.083099767
780	1.083082674
781	1.08306224
782	1.083046073
783	1.083023718
784	1.083001746
785	1.082979404
786	1.082959722
787	1.082947258
788	1.082935613
789	1.082920861
790	1.082898166
791	1.082877272
792	1.082849292
793	1.082830521
794	1.082811891
795	1.082787635
796	1.082768961
797	1.08274917
798	1.082720846
799	1.08270365
800	1.082686406
801	1.082666295
802	1.082654163
803	1.082626693
804	1.082610895
805	1.08259511
806	1.082575229
807	1.082554621
808	1.082537409
809	1.082523668
810	1.082504941
811	1.082484981
812	1.082469018
813	1.082448708
814	1.082422319
815	1.082404291
816	1.082387227
817	1.082372154
818	1.082361482
819	1.082340219
820	1.082324867
821	1.082305528
822	1.082285974
823	1.082265215
824	1.082240247
825	1.082217163
826	1.082200417
827	1.08218568
828	1.082174038
829	1.082163129
830	1.08215064
831	1.082134469
832	1.082109919
833	1.082085955
834	1.082066684
835	1.08204853
836	1.082031695
837	1.082013579
838	1.081987938
839	1.081968546
840	1.081945071
841	1.081928445
842	1.081916755
843	1.081895927
844	1.081878893
845	1.081863915
846	1.081837229
847	1.081818869
848	1.08180311
849	1.0817768
850	1.081759709
851	1.08173909
852	1.081721387
853	1.081704826
854	1.081682202
855	1.081673709
856	1.081650231
857	1.081624234
858	1.081605206
859	1.081584095
860	1.081568843
861	1.081554915
862	1.081539603
863	1.081517153
864	1.081504039
865	1.081492832
866	1.08146727
867	1.081448829
868	1.081427598
869	1.081415829
870	1.081398425
871	1.08137636
872	1.081359753
873	1.081333468
874	1.08130848
875	1.081291927
876	1.081267537
877	1.08124562
878	1.081224634
879	1.081204612
880	1.081185032
881	1.08117493
882	1.081159349
883	1.081141721
884	1.081123157
885	1.081106762
886	1.08108955
887	1.081077505
888	1.081064688
889	1.081051019
890	1.081039365
891	1.081019682
892	1.081009416
893	1.080988552
894	1.080969244
895	1.08095819
896	1.080938014
897	1.08092425
898	1.080906686
899	1.080887201
900	1.080873962
901	1.08085171
902	1.080834693
903	1.080820648
904	1.080805812
905	1.080783058
906	1.080765234
907	1.080747791
908	1.080721082
909	1.080710087
910	1.080699534
911	1.080674589
912	1.080662275
913	1.080648247
914	1.080630729
915	1.080615073
916	1.080600223
917	1.080585639
918	1.080567688
919	1.080543125
920	1.080525944
921	1.08050679
922	1.080490604
923	1.080478394
924	1.080460013
925	1.080445282
926	1.080433627
927	1.080420224
928	1.080404935
929	1.080389999
930	1.080365177
931	1.080349135
932	1.080330989
933	1.080312572
934	1.08030016
935	1.080282877
936	1.080265356
937	1.080246602
938	1.080227756
939	1.080209927
940	1.08019337
941	1.080176399
942	1.08016038
943	1.080141914
944	1.080122841
945	1.080104887
946	1.080090908
947	1.080066716
948	1.080048873
949	1.080035909
950	1.080013187
951	1.079987649
952	1.079968934
953	1.079940817
954	1.079924581
955	1.079905313
956	1.079887743
957	1.079870287
958	1.079850163
959	1.079831774
960	1.079814927
961	1.079804997
962	1.079788845
963	1.079778092
964	1.079756393
965	1.079740024
966	1.079716298
967	1.079708815
968	1.079696941
969	1.079676059
970	1.079654175
971	1.079635527
972	1.079622275
973	1.079609149
974	1.079596071
975	1.079585403
976	1.079576426
977	1.079557146
978	1.079538066
979	1.079512206
980	1.079490555
981	1.079483066
982	1.079464409
983	1.079456933
984	1.079437355
985	1.079416525
986	1.079399615
987	1.079378975
988	1.079354867
989	1.07933938
990	1.079316626
991	1.079300576
992	1.079291987
993	1.079276383
994	1.079263129
995	1.079249701
996	1.079227922
997	1.079209824
998	1.079188212
999	1.079166111
1000	1.079146021
1001	1.079125364
1002	1.079111599
1003	1.079092325
1004	1.079075708
1005	1.079059744
1006	1.079045609
1007	1.079027246
1008	1.079010211
1009	1.078989371
1010	1.07897715
1011	1.078963552
1012	1.078943867
1013	1.07892803
1014	1.078907747
1015	1.07889275
1016	1.078873943
1017	1.078857864
1018	1.078849388
1019	1.078839036
1020	1.078820314
1021	1.078806178
1022	1.078785632
1023	1.078764902
1024	1.078750618
1025	1.078733962
1026	1.078716084
1027	1.078703325
1028	1.078686448
1029	1.078668134
1030	1.078656656
1031	1.078645665
1032	1.078632594
1033	1.078615802
1034	1.078600262
1035	1.078576406
1036	1.078560598
1037	1.078539588
1038	1.078521864
1039	1.07850004
1040	1.078487865
1041	1.07847637
1042	1.078461343
1043	1.078441278
1044	1.078426248
1045	1.0784151
1046	1.078397349
1047	1.078384146
1048	1.078369089
1049	1.078360174
1050	1.078345195
1051	1.078330651
1052	1.078317337
1053	1.078296529
1054	1.0782773
1055	1.078264413
1056	1.078245423
1057	1.078224763
1058	1.078200385
1059	1.078187931
1060	1.078164764
1061	1.078149507
1062	1.078126487
1063	1.078108152
1064	1.078090733
1065	1.078079239
1066	1.078064043
1067	1.07805164
1068	1.078026476
1069	1.078011592
1070	1.07799388
1071	1.077971151
1072	1.077956711
1073	1.077936352
1074	1.077923308
1075	1.077909908
1076	1.07789303
1077	1.077879685
1078	1.07785927
1079	1.077839688
1080	1.0778192
1081	1.077804315
1082	1.077788928
1083	1.077774824
1084	1.077758054
1085	1.077744992
1086	1.077726757
1087	1.077712987
1088	1.077686603
1089	1.07766987
1090	1.077657968
1091	1.077639352
1092	1.077623498
1093	1.077611112
1094	1.07758469
1095	1.077564546
1096	1.077547004
1097	1.077527587
1098	1.07750098
1099	1.077492545
1100	1.077476202
1101	1.077456643
1102	1.07743478
1103	1.077419931
1104	1.077405451
1105	1.07739318
1106	1.077376094
1107	1.077364488
1108	1.077344446
1109	1.077329324
1110	1.07731716
1111	1.07730549
1112	1.077293545
1113	1.077282092
1114	1.077267522
1115	1.077258841
1116	1.077247589
1117	1.077233893
1118	1.077223382
1119	1.077216104
1120	1.077203556
1121	1.077189838
1122	1.077177332
1123	1.077163267
1124	1.077148659
1125	1.077136301
1126	1.077115326
1127	1.077095407
1128	1.077077119
1129	1.077062161
1130	1.077043825
1131	1.077028023
1132	1.077018
1133	1.077004653
1134	1.076986001
1135	1.076967178
1136	1.076953513
1137	1.076938355
1138	1.07692201
1139	1.076905061
1140	1.076890141
1141	1.076863159
1142	1.076847962
1143	1.076832909
1144	1.076812861
1145	1.076794953
1146	1.076778823
1147	1.076763856
1148	1.076752288
1149	1.076739838
1150	1.076728351
1151	1.076714227
1152	1.076704203
1153	1.076694304
1154	1.076692123
1155	1.076688847
1156	1.076674789
1157	1.076665513
1158	1.076648183
1159	1.076636376
1160	1.076618981
1161	1.076602324
1162	1.076591251
1163	1.076572489
1164	1.076560894
1165	1.076546937
1166	1.076534558
1167	1.076520254
1168	1.07650074
1169	1.076485847
1170	1.076484465
1171	1.076466321
1172	1.076453167
1173	1.076439843
1174	1.07642475
1175	1.076408863
1176	1.076395922
1177	1.076391614
1178	1.076383144
1179	1.076369571
1180	1.076349513
1181	1.076330401
1182	1.07631925
1183	1.076303173
1184	1.07629015
1185	1.076275742
1186	1.076262806
1187	1.076250768
1188	1.076233861
1189	1.076222042
1190	1.07619973
1191	1.076189403
1192	1.076180373
1193	1.076164082
1194	1.07615032
1195	1.076143246
1196	1.076116137
1197	1.076110926
1198	1.076094657
1199	1.07607845
1200	1.076066869
1201	1.076058182
1202	1.076045271
1203	1.076035849
1204	1.076017428
1205	1.076005594
1206	1.075987519
1207	1.075970017
1208	1.075955435
1209	1.075935485
1210	1.075918633
1211	1.075908052
1212	1.075892385
1213	1.075878485
1214	1.075861425
1215	1.075847161
1216	1.075832169
1217	1.075825166
1218	1.07581179
1219	1.075798066
1220	1.075786499
1221	1.075771874
1222	1.07576475
1223	1.075762984
1224	1.07575322
1225	1.075735712
1226	1.075717781
1227	1.07570772
1228	1.075693494
1229	1.075676659
1230	1.075657754
1231	1.0756474
1232	1.075624615
1233	1.075604993
1234	1.075598646
1235	1.075580647
1236	1.075563413
1237	1.075557276
1238	1.075542837
1239	1.075527824
1240	1.075514212
1241	1.075498511
1242	1.075486734
1243	1.075469732
1244	1.075456635
1245	1.075445629
1246	1.075431151
1247	1.075413482
1248	1.075400548
1249	1.075383729
1250	1.075365255
1251	1.075350399
1252	1.075337906
1253	1.075326291
1254	1.075320082
1255	1.075306516
1256	1.07529005
1257	1.075275705
1258	1.075273287
1259	1.075263629
1260	1.075256201
1261	1.075245732
1262	1.075224447
1263	1.07520742
1264	1.075199557
1265	1.07518298
1266	1.075172394
1267	1.075153348
1268	1.075136159
1269	1.075126798
1270	1.0751158
1271	1.075101985
1272	1.075089539
1273	1.075075814
1274	1.075063885
1275	1.075048355
1276	1.075033394
1277	1.07501525
1278	1.075002266
1279	1.074995405
1280	1.074979603
1281	1.074963608
1282	1.074945381
1283	1.074931592
1284	1.074920842
1285	1.074906468
1286	1.074886939
1287	1.074875663
1288	1.074864731
1289	1.074853975
1290	1.074847327
1291	1.074834707
1292	1.074820529
1293	1.074801809
1294	1.07479216
1295	1.074773186
1296	1.074756969
1297	1.074741768
1298	1.074731934
1299	1.074715569
1300	1.074701918
1301	1.074690666
1302	1.074682758
1303	1.074674611
1304	1.074653912
1305	1.074643347
1306	1.074631703
1307	1.074615448
1308	1.074594898
1309	1.074582459
1310	1.074574249
1311	1.074556745
1312	1.074541041
1313	1.074525314
1314	1.074520902
1315	1.074504876
1316	1.074492438
1317	1.074480072
1318	1.074469119
1319	1.074450889
1320	1.07444558
1321	1.07442902
1322	1.074421314
1323	1.07440524
1324	1.074387859
1325	1.074376426
1326	1.074366622
1327	1.07435179
1328	1.074342228
1329	1.074328941
1330	1.074327368
1331	1.074307571
1332	1.074287301
1333	1.074273507
1334	1.074256047
1335	1.074237607
1336	1.074229946
1337	1.074218855
1338	1.074208137
1339	1.074190348
1340	1.074176283
1341	1.074158301
1342	1.074149449
1343	1.074136999
1344	1.074123827
1345	1.074105015
1346	1.074091772
1347	1.074073488
1348	1.074067501
1349	1.074054304
1350	1.074040982
1351	1.074025796
1352	1.074008379
1353	1.073994214
1354	1.073979477
1355	1.073968004
1356	1.073955127
1357	1.07394485
1358	1.073937521
1359	1.073926926
1360	1.073910656
1361	1.073898249
1362	1.073886983
1363	1.073875422
1364	1.073855432
1365	1.073848211
1366	1.073831693
1367	1.073819414
1368	1.073810309
1369	1.073801563
1370	1.073786747
1371	1.073775084
1372	1.073762186
1373	1.073745976
1374	1.073732213
1375	1.073716559
1376	1.073702834
1377	1.073688607
1378	1.073674018
1379	1.073656974
1380	1.073645506
1381	1.07363142
1382	1.073621969
1383	1.073609594
1384	1.073603082
1385	1.073594393
1386	1.073583647
1387	1.073571485
1388	1.073558075
1389	1.073538653
1390	1.073526234
1391	1.073511505
1392	1.073501095
1393	1.073486516
1394	1.073470777
1395	1.073458575
1396	1.073444603
1397	1.073437321
1398	1.073424397
1399	1.073413728
1400	1.073408282
1401	1.073399442
1402	1.073383882
1403	1.073372604
1404	1.073360254
1405	1.073341458
1406	1.073330031
1407	1.073309292
1408	1.073301538
1409	1.073287083
1410	1.073272715
1411	1.073264492
1412	1.073252334
1413	1.07323954
1414	1.073223391
1415	1.073213348
1416	1.073198828
1417	1.073178993
1418	1.073166794
1419	1.073147861
1420	1.073128629
1421	1.07311826
1422	1.073102672
1423	1.07309352
1424	1.073092037
1425	1.073078003
1426	1.073065585
1427	1.073051435
1428	1.073040256
1429	1.073026771
1430	1.073016537
1431	1.072999142
1432	1.072990998
1433	1.072979923
1434	1.072968199
1435	1.072950177
1436	1.072932143
1437	1.072920753
1438	1.072904453
1439	1.072892529
1440	1.072870805
1441	1.072858318
1442	1.072844237
1443	1.072823433
1444	1.072815952
1445	1.072802703
1446	1.072785846
1447	1.072775318
1448	1.072768003
1449	1.072757216
1450	1.072745171
1451	1.072726638
1452	1.072704679
1453	1.072693684
1454	1.072675307
1455	1.072668102
1456	1.072649598
1457	1.072632306
1458	1.072618716
1459	1.072609325
1460	1.072594751
1461	1.072582145
1462	1.072567417
1463	1.072555767
1464	1.072545596
1465	1.072527028
1466	1.072517627
1467	1.07250409
1468	1.072485136
1469	1.07247109
1470	1.072453361
1471	1.07243895
1472	1.072423318
1473	1.072411109
1474	1.072402302
1475	1.072392446
1476	1.072376365
1477	1.072362898
1478	1.072351084
1479	1.072342061
1480	1.072329644
1481	1.072310841
1482	1.072297259
1483	1.072288641
1484	1.07227447
1485	1.072259105
1486	1.072243464
1487	1.072228831
1488	1.072217794
1489	1.072209397
1490	1.072198597
1491	1.072187633
1492	1.072180699
1493	1.072169211
1494	1.07216785
1495	1.072153941
1496	1.072153133
1497	1.07213444
1498	1.072120086
1499	1.072107875
1500	1.072088816
1501	1.072070587
1502	1.072060589
1503	1.072049322
1504	1.072039975
1505	1.072018059
1506	1.072010153
1507	1.072000249
1508	1.071981465
1509	1.071973186
1510	1.071956187
1511	1.071947693
1512	1.071937523
1513	1.071925819
1514	1.0719193
1515	1.07190748
1516	1.071896783
1517	1.071885168
1518	1.071883932
1519	1.071874094
1520	1.071864162
1521	1.071854178
1522	1.071844495
1523	1.0718297
1524	1.071818925
1525	1.07180942
1526	1.071793814
1527	1.071781843
1528	1.071772322
1529	1.071762789
1530	1.071754765
1531	1.071744768
1532	1.071730247
1533	1.071722085
1534	1.071709943
1535	1.071697667
1536	1.07169136
1537	1.071687425
1538	1.07167642
1539	1.071666533
1540	1.071650391
1541	1.071643656
1542	1.071634713
1543	1.071617506
1544	1.071606685
1545	1.07159893
1546	1.071584896
1547	1.071572175
1548	1.071562376
1549	1.07155068
1550	1.071537257
1551	1.071524869
1552	1.071513246
1553	1.071502785
1554	1.071480924
1555	1.071463001
1556	1.071453562
1557	1.071436449
1558	1.071427135
1559	1.071411417
1560	1.071401684
1561	1.071396578
1562	1.071378559
1563	1.071365515
1564	1.071354831
1565	1.071337269
1566	1.071329762
1567	1.071320577
1568	1.071307513
1569	1.071298628
1570	1.071291969
1571	1.071278523
1572	1.071263509
1573	1.071248997
1574	1.071240506
1575	1.071226279
1576	1.071215627
1577	1.071203117
1578	1.071181986
1579	1.071169115
1580	1.071160168
1581	1.07114651
1582	1.071136822
1583	1.071125129
1584	1.071116743
1585	1.071109989
1586	1.071095831
1587	1.071073952
1588	1.071063349
1589	1.071047628
1590	1.071033935
1591	1.071022815
1592	1.071020667
1593	1.071005689
1594	1.070988813
1595	1.070972349
1596	1.070961682
1597	1.070952833
1598	1.070941422
1599	1.070937175
1600	1.070926554
1601	1.070911595
1602	1.070901898
1603	1.070891389
1604	1.070880333
1605	1.070869818
1606	1.070858111
1607	1.070845761
1608	1.070828659
1609	1.070816972
1610	1.070801966
1611	1.070789537
1612	1.070778627
1613	1.07077012
1614	1.070756273
1615	1.070744912
1616	1.070729179
1617	1.070716373
1618	1.070704084
1619	1.070692352
1620	1.070684187
1621	1.070672744
1622	1.07065425
1623	1.070637611
1624	1.070622992
1625	1.070608584
1626	1.070595918
1627	1.070581711
1628	1.07056953
1629	1.070555989
1630	1.070543366
1631	1.070532835
1632	1.070517743
1633	1.070504191
1634	1.070497306
1635	1.070485549
1636	1.0704744
1637	1.070464095
1638	1.070451298
1639	1.07044979
1640	1.070439863
1641	1.070429044
1642	1.070416501
1643	1.070408698
1644	1.070391425
1645	1.070375433
1646	1.070368747
1647	1.070358541
1648	1.070348853
1649	1.070345868
1650	1.07034358
1651	1.070331977
1652	1.070314395
1653	1.070298589
1654	1.070289007
1655	1.070270865
1656	1.070256762
1657	1.070244639
1658	1.070233029
1659	1.070216437
1660	1.070198838
1661	1.070193077
1662	1.070182303
1663	1.070172436
